InventoryID,ProductID,Warehouse,AvailableStock,ReorderLevel
496,496,WH-7,137,20
497,497,WH-5,52,20
498,498,WH-9,7,20
499,499,WH-7,8,20
500,500,WH-10,178,20
501,501,WH-2,126,20
502,502,WH-2,215,20
503,503,WH-5,255,20
504,504,WH-7,299,20
505,505,WH-9,274,20
506,506,WH-1,290,20
507,507,WH-2,257,20
508,508,WH-9,113,20
509,509,WH-5,129,20
510,510,WH-8,10,20
511,511,WH-6,206,20
512,512,WH-1,248,20
513,513,WH-3,246,20
514,514,WH-2,105,20
515,515,WH-8,99,20
516,516,WH-5,179,20
517,517,WH-3,113,20
518,518,WH-1,257,20
519,519,WH-8,211,20
520,520,WH-1,288,20
521,521,WH-8,214,20
522,522,WH-6,100,20
523,523,WH-10,228,20
524,524,WH-6,199,20
525,525,WH-3,114,20
526,526,WH-10,177,20
527,527,WH-4,61,20
528,528,WH-9,267,20
529,529,WH-10,166,20
530,530,WH-5,66,20
531,531,WH-9,40,20
532,532,WH-9,70,20
533,533,WH-1,157,20
534,534,WH-9,182,20
535,535,WH-5,236,20
536,536,WH-6,73,20
537,537,WH-9,269,20
538,538,WH-9,235,20
539,539,WH-5,262,20
540,540,WH-3,290,20
541,541,WH-2,262,20
542,542,WH-5,213,20
543,543,WH-2,231,20
544,544,WH-2,164,20
545,545,WH-4,20,20
546,546,WH-10,259,20
547,547,WH-10,150,20
548,548,WH-3,193,20
549,549,WH-7,253,20
550,550,WH-8,131,20
551,551,WH-6,139,20
552,552,WH-3,20,20
553,553,WH-10,100,20
554,554,WH-10,153,20
555,555,WH-2,80,20
556,556,WH-8,258,20
557,557,WH-7,206,20
558,558,WH-6,260,20
559,559,WH-1,138,20
560,560,WH-6,253,20
561,561,WH-1,97,20
562,562,WH-7,26,20
563,563,WH-1,64,20
564,564,WH-7,75,20
565,565,WH-10,158,20
566,566,WH-3,11,20
567,567,WH-7,133,20
568,568,WH-4,136,20
569,569,WH-8,221,20
570,570,WH-2,297,20
571,571,WH-5,92,20
572,572,WH-10,239,20
573,573,WH-4,82,20
574,574,WH-7,252,20
575,575,WH-2,126,20
576,576,WH-9,275,20
577,577,WH-10,204,20
578,578,WH-3,108,20
579,579,WH-8,255,20
580,580,WH-1,208,20
581,581,WH-4,190,20
582,582,WH-1,251,20
583,583,WH-6,195,20
584,584,WH-3,246,20
585,585,WH-10,27,20
586,586,WH-2,56,20
587,587,WH-10,170,20
588,588,WH-8,73,20
589,589,WH-5,80,20
590,590,WH-7,226,20
591,591,WH-6,198,20
592,592,WH-9,132,20
593,593,WH-2,212,20
594,594,WH-3,145,20
595,595,WH-4,46,20
596,596,WH-9,41,20
597,597,WH-8,37,20
598,598,WH-10,126,20
599,599,WH-5,157,20
600,600,WH-3,21,20
601,601,WH-4,244,20
602,602,WH-9,252,20
603,603,WH-5,13,20
604,604,WH-5,254,20
605,605,WH-4,143,20
606,606,WH-10,278,20
607,607,WH-2,290,20
608,608,WH-7,68,20
609,609,WH-2,9,20
610,610,WH-7,62,20
611,611,WH-5,81,20
612,612,WH-9,46,20
613,613,WH-2,118,20
614,614,WH-2,244,20
615,615,WH-3,44,20
616,616,WH-6,298,20
617,617,WH-2,131,20
618,618,WH-1,134,20
619,619,WH-6,184,20
620,620,WH-9,138,20
621,621,WH-2,197,20
622,622,WH-4,131,20
623,623,WH-1,48,20
624,624,WH-1,91,20
625,625,WH-9,295,20
626,626,WH-9,291,20
627,627,WH-6,264,20
628,628,WH-4,200,20
629,629,WH-7,6,20
630,630,WH-3,160,20
631,631,WH-9,178,20
632,632,WH-2,274,20
633,633,WH-5,291,20
634,634,WH-3,230,20
635,635,WH-3,86,20
636,636,WH-3,254,20
637,637,WH-3,132,20
638,638,WH-1,226,20
639,639,WH-7,280,20
640,640,WH-4,129,20
641,641,WH-1,286,20
642,642,WH-3,129,20
643,643,WH-5,16,20
644,644,WH-1,148,20
645,645,WH-1,276,20
646,646,WH-6,292,20
647,647,WH-9,121,20
648,648,WH-8,21,20
649,649,WH-5,105,20
650,650,WH-3,55,20
651,651,WH-1,138,20
652,652,WH-4,165,20
653,653,WH-9,290,20
654,654,WH-5,150,20
655,655,WH-10,195,20
656,656,WH-3,43,20
657,657,WH-1,105,20
658,658,WH-3,89,20
659,659,WH-7,187,20
660,660,WH-10,53,20
661,661,WH-4,142,20
662,662,WH-2,41,20
663,663,WH-4,231,20
664,664,WH-8,293,20
665,665,WH-6,246,20
666,666,WH-3,95,20
667,667,WH-9,264,20
668,668,WH-4,46,20
669,669,WH-2,177,20
670,670,WH-3,70,20
671,671,WH-3,96,20
672,672,WH-2,108,20
673,673,WH-6,78,20
674,674,WH-2,47,20
675,675,WH-6,216,20
676,676,WH-6,199,20
677,677,WH-9,19,20
678,678,WH-7,243,20
679,679,WH-2,18,20
680,680,WH-4,185,20
681,681,WH-2,89,20
682,682,WH-1,30,20
683,683,WH-10,186,20
684,684,WH-4,71,20
685,685,WH-1,257,20
686,686,WH-2,177,20
687,687,WH-9,291,20
688,688,WH-4,117,20
689,689,WH-10,142,20
690,690,WH-6,85,20
691,691,WH-1,136,20
692,692,WH-4,191,20
693,693,WH-7,145,20
694,694,WH-9,119,20
695,695,WH-5,196,20
696,696,WH-4,271,20
697,697,WH-6,156,20
698,698,WH-6,23,20
699,699,WH-7,92,20
700,700,WH-9,114,20
701,701,WH-10,239,20
702,702,WH-4,169,20
703,703,WH-1,67,20
704,704,WH-7,266,20
705,705,WH-1,152,20
706,706,WH-1,187,20
707,707,WH-8,125,20
708,708,WH-2,15,20
709,709,WH-7,28,20
710,710,WH-8,49,20
711,711,WH-6,50,20
712,712,WH-8,230,20
713,713,WH-3,99,20
714,714,WH-3,199,20
715,715,WH-6,235,20
716,716,WH-5,161,20
717,717,WH-3,299,20
718,718,WH-10,120,20
719,719,WH-7,156,20
720,720,WH-8,163,20
721,721,WH-1,56,20
722,722,WH-3,289,20
723,723,WH-3,237,20
724,724,WH-8,282,20
725,725,WH-9,62,20
726,726,WH-8,130,20
727,727,WH-10,190,20
728,728,WH-6,262,20
729,729,WH-6,287,20
730,730,WH-3,140,20
731,731,WH-2,232,20
732,732,WH-6,176,20
733,733,WH-8,162,20
734,734,WH-1,56,20
735,735,WH-1,225,20
736,736,WH-4,194,20
737,737,WH-7,83,20
738,738,WH-1,68,20
739,739,WH-6,140,20
740,740,WH-4,86,20
741,741,WH-1,148,20
742,742,WH-4,154,20
743,743,WH-7,245,20
744,744,WH-7,280,20
745,745,WH-4,266,20
746,746,WH-1,224,20
747,747,WH-6,218,20
748,748,WH-7,269,20
749,749,WH-3,39,20
750,750,WH-9,277,20
751,751,WH-3,94,20
752,752,WH-7,261,20
753,753,WH-3,108,20
754,754,WH-2,285,20
755,755,WH-9,279,20
756,756,WH-5,281,20
757,757,WH-10,8,20
758,758,WH-8,217,20
759,759,WH-2,160,20
760,760,WH-7,114,20
761,761,WH-8,101,20
762,762,WH-6,242,20
763,763,WH-10,238,20
764,764,WH-5,224,20
765,765,WH-5,139,20
766,766,WH-6,103,20
767,767,WH-2,101,20
768,768,WH-1,51,20
769,769,WH-6,37,20
770,770,WH-4,229,20
771,771,WH-2,113,20
772,772,WH-3,287,20
773,773,WH-8,240,20
774,774,WH-1,19,20
775,775,WH-5,75,20
776,776,WH-9,297,20
777,777,WH-7,279,20
778,778,WH-1,254,20
779,779,WH-2,132,20
780,780,WH-10,258,20
781,781,WH-10,198,20
782,782,WH-1,143,20
783,783,WH-10,121,20
784,784,WH-4,118,20
785,785,WH-1,36,20
786,786,WH-2,63,20
787,787,WH-1,44,20
788,788,WH-7,238,20
789,789,WH-7,28,20
790,790,WH-4,241,20
791,791,WH-8,230,20
792,792,WH-4,226,20
793,793,WH-8,240,20
794,794,WH-3,240,20
795,795,WH-6,5,20
796,796,WH-9,131,20
797,797,WH-9,200,20
798,798,WH-4,24,20
799,799,WH-7,64,20
800,800,WH-1,31,20
801,801,WH-2,279,20
802,802,WH-2,101,20
803,803,WH-7,288,20
804,804,WH-7,195,20
805,805,WH-7,30,20
806,806,WH-6,94,20
807,807,WH-8,263,20
808,808,WH-7,264,20
809,809,WH-5,111,20
810,810,WH-10,188,20
811,811,WH-10,131,20
812,812,WH-9,79,20
813,813,WH-1,66,20
814,814,WH-7,36,20
815,815,WH-4,183,20
816,816,WH-9,170,20
817,817,WH-1,211,20
818,818,WH-10,87,20
819,819,WH-3,184,20
820,820,WH-9,103,20
821,821,WH-1,274,20
822,822,WH-7,223,20
823,823,WH-8,142,20
824,824,WH-7,285,20
825,825,WH-8,105,20
826,826,WH-9,73,20
827,827,WH-10,282,20
828,828,WH-3,21,20
829,829,WH-8,244,20
830,830,WH-4,99,20
831,831,WH-8,47,20
832,832,WH-9,48,20
833,833,WH-1,294,20
834,834,WH-8,14,20
835,835,WH-5,20,20
836,836,WH-9,269,20
837,837,WH-4,56,20
838,838,WH-5,170,20
839,839,WH-3,122,20
840,840,WH-8,12,20
841,841,WH-8,209,20
842,842,WH-9,264,20
843,843,WH-4,17,20
844,844,WH-3,165,20
845,845,WH-1,265,20
846,846,WH-7,235,20
847,847,WH-1,155,20
848,848,WH-4,45,20
849,849,WH-7,107,20
850,850,WH-2,114,20
851,851,WH-6,156,20
852,852,WH-3,112,20
853,853,WH-2,143,20
854,854,WH-8,145,20
855,855,WH-1,276,20
856,856,WH-10,297,20
857,857,WH-3,83,20
858,858,WH-3,139,20
859,859,WH-6,271,20
860,860,WH-10,162,20
861,861,WH-6,188,20
862,862,WH-4,214,20
863,863,WH-4,40,20
864,864,WH-7,63,20
865,865,WH-3,226,20
866,866,WH-9,264,20
867,867,WH-9,72,20
868,868,WH-9,174,20
869,869,WH-3,63,20
870,870,WH-10,25,20
871,871,WH-8,213,20
872,872,WH-7,132,20
873,873,WH-2,154,20
874,874,WH-5,178,20
875,875,WH-9,240,20
876,876,WH-7,298,20
877,877,WH-1,276,20
878,878,WH-4,98,20
879,879,WH-1,227,20
880,880,WH-2,291,20
881,881,WH-9,55,20
882,882,WH-1,250,20
883,883,WH-1,84,20
884,884,WH-6,245,20
885,885,WH-8,286,20
886,886,WH-4,170,20
887,887,WH-6,261,20
888,888,WH-1,241,20
889,889,WH-4,74,20
890,890,WH-7,240,20
891,891,WH-5,282,20
892,892,WH-10,44,20
893,893,WH-6,264,20
894,894,WH-3,179,20
895,895,WH-6,142,20
896,896,WH-4,35,20
897,897,WH-7,111,20
898,898,WH-1,125,20
899,899,WH-7,157,20
900,900,WH-1,180,20
901,901,WH-8,193,20
902,902,WH-2,284,20
903,903,WH-3,191,20
904,904,WH-3,24,20
905,905,WH-2,275,20
906,906,WH-1,213,20
907,907,WH-10,83,20
908,908,WH-3,161,20
909,909,WH-4,166,20
910,910,WH-6,182,20
911,911,WH-6,257,20
912,912,WH-5,267,20
913,913,WH-2,131,20
914,914,WH-8,29,20
915,915,WH-1,164,20
916,916,WH-8,279,20
917,917,WH-5,231,20
918,918,WH-8,130,20
919,919,WH-1,239,20
920,920,WH-3,259,20
921,921,WH-10,9,20
922,922,WH-8,155,20
923,923,WH-3,79,20
924,924,WH-5,38,20
925,925,WH-2,151,20
926,926,WH-4,99,20
927,927,WH-7,202,20
928,928,WH-5,127,20
929,929,WH-5,138,20
930,930,WH-7,56,20
931,931,WH-7,96,20
932,932,WH-8,167,20
933,933,WH-4,118,20
934,934,WH-1,180,20
935,935,WH-4,208,20
936,936,WH-9,245,20
937,937,WH-6,252,20
938,938,WH-10,158,20
939,939,WH-6,181,20
940,940,WH-2,160,20
941,941,WH-9,250,20
942,942,WH-3,9,20
943,943,WH-4,219,20
944,944,WH-7,260,20
945,945,WH-2,244,20
946,946,WH-10,193,20
947,947,WH-6,292,20
948,948,WH-10,61,20
949,949,WH-1,213,20
950,950,WH-5,126,20
951,951,WH-4,184,20
952,952,WH-4,273,20
953,953,WH-1,123,20
954,954,WH-5,120,20
955,955,WH-7,230,20
956,956,WH-6,287,20
957,957,WH-1,298,20
958,958,WH-5,20,20
959,959,WH-4,124,20
960,960,WH-4,121,20
961,961,WH-1,159,20
962,962,WH-7,48,20
963,963,WH-2,193,20
964,964,WH-7,81,20
965,965,WH-3,162,20
966,966,WH-2,139,20
967,967,WH-9,296,20
968,968,WH-8,183,20
969,969,WH-6,181,20
970,970,WH-4,194,20
971,971,WH-8,93,20
972,972,WH-2,107,20
973,973,WH-1,298,20
974,974,WH-8,175,20
975,975,WH-6,184,20
976,976,WH-7,196,20
977,977,WH-4,98,20
978,978,WH-7,28,20
979,979,WH-7,222,20
980,980,WH-8,228,20
981,981,WH-6,272,20
982,982,WH-10,177,20
983,983,WH-1,231,20
984,984,WH-5,153,20
985,985,WH-3,134,20
986,986,WH-1,146,20
987,987,WH-2,193,20
988,988,WH-1,52,20
989,989,WH-1,203,20
990,990,WH-7,60,20
991,991,WH-9,19,20
992,992,WH-5,27,20
993,993,WH-1,102,20
994,994,WH-9,298,20
995,995,WH-8,131,20
996,996,WH-3,199,20
997,997,WH-3,83,20
998,998,WH-6,80,20
999,999,WH-8,158,20
1000,1000,WH-10,24,20
