PaymentID,OrderID,Method,PaymentStatus,Amount
169,169,Debit Card,Paid,17826
170,170,Debit Card,Paid,30451
171,171,UPI,Paid,77879
172,172,Debit Card,Paid,60026
173,173,COD,Paid,82832
174,174,Net Banking,Paid,54858
175,175,Debit Card,Paid,22803
176,176,Net Banking,Paid,24201
177,177,Net Banking,Paid,42818
178,178,UPI,Paid,41347
179,179,Net Banking,Paid,37892
180,180,Net Banking,Paid,45840
181,181,Credit Card,Paid,84224
182,182,Credit Card,Paid,57332
183,183,Debit Card,Paid,97200
184,184,Debit Card,Paid,23174
185,185,UPI,Paid,38624
186,186,Net Banking,Paid,22888
187,187,Credit Card,Paid,4216
188,188,Debit Card,Paid,47542
189,189,Debit Card,Paid,77692
190,190,UPI,Paid,10007
191,191,Credit Card,Paid,51420
192,192,COD,Paid,23270
193,193,Debit Card,Paid,26846
194,194,UPI,Paid,12578
195,195,UPI,Paid,39896
196,196,Credit Card,Paid,84553
197,197,Credit Card,Paid,75768
198,198,Credit Card,Paid,83353
199,199,Credit Card,Paid,14257
200,200,Net Banking,Paid,59362
201,201,Debit Card,Paid,23630
202,202,Credit Card,Paid,5793
203,203,Net Banking,Paid,18419
204,204,COD,Paid,28679
205,205,Net Banking,Paid,37922
206,206,COD,Paid,9573
207,207,COD,Paid,29668
208,208,Net Banking,Paid,36519
209,209,Credit Card,Paid,45342
210,210,UPI,Paid,4453
211,211,UPI,Paid,11964
212,212,UPI,Paid,19949
213,213,UPI,Paid,7266
214,214,Debit Card,Paid,29244
215,215,Debit Card,Paid,24815
216,216,COD,Paid,28246
217,217,Debit Card,Paid,15385
218,218,UPI,Paid,64156
219,219,Debit Card,Paid,35855
220,220,Net Banking,Paid,17802
221,221,Debit Card,Paid,35554
222,222,UPI,Paid,96626
223,223,Net Banking,Paid,47456
224,224,COD,Paid,62305
225,225,COD,Paid,26065
226,226,Credit Card,Paid,68006
227,227,UPI,Paid,5059
228,228,UPI,Paid,50351
229,229,UPI,Paid,6264
230,230,Debit Card,Paid,72967
231,231,Net Banking,Paid,22422
232,232,Debit Card,Paid,21997
233,233,Debit Card,Paid,52053
234,234,Credit Card,Paid,2958
235,235,Net Banking,Paid,35959
236,236,Net Banking,Paid,9685
237,237,COD,Paid,16946
238,238,Net Banking,Paid,12992
239,239,Net Banking,Paid,64176
240,240,UPI,Paid,46318
241,241,Credit Card,Paid,30142
242,242,Debit Card,Paid,36494
243,243,Debit Card,Paid,44269
244,244,Credit Card,Paid,32957
245,245,Credit Card,Paid,59755
246,246,COD,Paid,43375
247,247,Net Banking,Paid,12992
248,248,Net Banking,Paid,12694
249,249,COD,Paid,67863
250,250,Credit Card,Paid,1456
251,251,Net Banking,Paid,45899
252,252,Debit Card,Paid,10786
253,253,COD,Paid,68452
254,254,COD,Paid,28315
255,255,Debit Card,Paid,49069
256,256,COD,Paid,67558
257,257,Credit Card,Paid,90962
258,258,UPI,Paid,66074
259,259,Credit Card,Paid,25001
260,260,COD,Paid,105775
261,261,Credit Card,Paid,70147
262,262,Credit Card,Paid,66480
263,263,Net Banking,Paid,43356
264,264,COD,Paid,12402
265,265,UPI,Paid,42825
266,266,COD,Paid,70585
267,267,UPI,Paid,47940
268,268,Debit Card,Paid,14118
269,269,Debit Card,Paid,6714
270,270,UPI,Paid,58436
271,271,COD,Paid,67989
272,272,Credit Card,Paid,6334
273,273,Credit Card,Paid,97032
274,274,COD,Paid,7136
275,275,Credit Card,Paid,65488
276,276,Debit Card,Paid,39646
277,277,COD,Paid,41332
278,278,Debit Card,Paid,23628
279,279,Net Banking,Paid,10020
280,280,Net Banking,Paid,31024
281,281,UPI,Paid,42958
282,282,Net Banking,Paid,68957
283,283,COD,Paid,23257
284,284,Net Banking,Paid,68282
285,285,COD,Paid,13183
286,286,UPI,Paid,34465
287,287,Credit Card,Paid,53641
288,288,UPI,Paid,74704
289,289,Net Banking,Paid,30814
290,290,Credit Card,Paid,12013
291,291,UPI,Paid,11468
292,292,UPI,Paid,5650
293,293,Debit Card,Paid,47734
294,294,UPI,Paid,75820
295,295,Credit Card,Paid,64486
296,296,COD,Paid,7378
297,297,UPI,Paid,82246
298,298,Net Banking,Paid,36040
299,299,COD,Paid,46652
300,300,UPI,Paid,49726
301,301,Net Banking,Paid,64510
302,302,Credit Card,Paid,48074
303,303,Net Banking,Paid,5664
304,304,Debit Card,Paid,20770
305,305,Net Banking,Paid,35110
306,306,Net Banking,Paid,6264
307,307,COD,Paid,36484
308,308,Credit Card,Paid,43490
309,309,UPI,Paid,13598
310,310,Net Banking,Paid,47853
311,311,UPI,Paid,1767
312,312,COD,Paid,29882
313,313,Credit Card,Paid,54664
314,314,COD,Paid,57527
315,315,Net Banking,Paid,31464
316,316,Credit Card,Paid,37613
317,317,Credit Card,Paid,56884
318,318,COD,Paid,40468
319,319,UPI,Paid,29678
320,320,UPI,Paid,97548
321,321,COD,Paid,15340
322,322,Net Banking,Paid,35012
323,323,COD,Paid,12930
324,324,Debit Card,Paid,18714
325,325,Debit Card,Paid,21154
326,326,Credit Card,Paid,41881
327,327,Debit Card,Paid,37715
328,328,Debit Card,Paid,22930
329,329,Net Banking,Paid,23314
330,330,COD,Paid,21978
331,331,Credit Card,Paid,38884
332,332,UPI,Paid,46359
333,333,UPI,Paid,34372
334,334,UPI,Paid,84930
335,335,UPI,Paid,61258
336,336,UPI,Paid,64386
337,337,Credit Card,Paid,12535
338,338,Debit Card,Paid,58066
339,339,Credit Card,Paid,15640
340,340,UPI,Paid,41370
341,341,COD,Paid,33706
342,342,UPI,Paid,9398
343,343,COD,Paid,17292
344,344,COD,Paid,86025
345,345,COD,Paid,10814
346,346,Credit Card,Paid,18056
347,347,Credit Card,Paid,42206
348,348,COD,Paid,12780
349,349,COD,Paid,17656
350,350,COD,Paid,26039
351,351,Net Banking,Paid,18705
352,352,Credit Card,Paid,2359
353,353,Debit Card,Paid,39971
354,354,COD,Paid,48786
355,355,COD,Paid,54889
356,356,Net Banking,Paid,44377
357,357,COD,Paid,3544
358,358,COD,Paid,55196
359,359,Credit Card,Paid,34744
360,360,COD,Paid,47794
361,361,Credit Card,Paid,57520
362,362,Net Banking,Paid,34442
363,363,Debit Card,Paid,4962
364,364,Debit Card,Paid,64109
365,365,Debit Card,Paid,49164
366,366,Debit Card,Paid,87028
367,367,Debit Card,Paid,31221
368,368,COD,Paid,46586
369,369,COD,Paid,34353
370,370,Debit Card,Paid,49871
371,371,Credit Card,Paid,70843
372,372,UPI,Paid,22449
373,373,Net Banking,Paid,66043
374,374,UPI,Paid,26664
375,375,COD,Paid,50744
376,376,UPI,Paid,27006
377,377,UPI,Paid,60173
378,378,UPI,Paid,26987
379,379,Credit Card,Paid,95085
380,380,Debit Card,Paid,1451
381,381,Debit Card,Paid,53003
382,382,Credit Card,Paid,40807
383,383,Net Banking,Paid,13367
384,384,UPI,Paid,50868
385,385,COD,Paid,26498
386,386,UPI,Paid,45972
387,387,COD,Paid,19827
388,388,Credit Card,Paid,43567
389,389,Debit Card,Paid,25402
390,390,UPI,Paid,24030
391,391,Credit Card,Paid,46106
392,392,COD,Paid,14128
393,393,Debit Card,Paid,45061
394,394,Net Banking,Paid,18699
395,395,Debit Card,Paid,24706
396,396,UPI,Paid,71601
397,397,Net Banking,Paid,61782
398,398,Net Banking,Paid,61254
399,399,Net Banking,Paid,5552
400,400,Net Banking,Paid,35318
401,401,Debit Card,Paid,36707
402,402,COD,Paid,76314
403,403,UPI,Paid,16694
404,404,UPI,Paid,3038
405,405,Credit Card,Paid,24496
406,406,Net Banking,Paid,58300
407,407,Debit Card,Paid,89532
408,408,UPI,Paid,56534
409,409,Net Banking,Paid,30288
410,410,UPI,Paid,41267
411,411,COD,Paid,93812
412,412,Net Banking,Paid,74872
413,413,COD,Paid,26929
414,414,Net Banking,Paid,4049
415,415,Net Banking,Paid,36284
416,416,COD,Paid,22066
417,417,Net Banking,Paid,12774
418,418,UPI,Paid,49835
419,419,Credit Card,Paid,3153
420,420,COD,Paid,28562
421,421,UPI,Paid,75884
422,422,Debit Card,Paid,22138
423,423,Debit Card,Paid,5109
424,424,UPI,Paid,21310
425,425,Net Banking,Paid,31948
426,426,COD,Paid,108025
427,427,Credit Card,Paid,42234
428,428,Debit Card,Paid,62280
429,429,Credit Card,Paid,69458
430,430,Net Banking,Paid,16946
431,431,Debit Card,Paid,60985
432,432,UPI,Paid,63574
433,433,UPI,Paid,60540
434,434,UPI,Paid,2801
435,435,UPI,Paid,42658
436,436,Debit Card,Paid,62847
437,437,Debit Card,Paid,63160
438,438,UPI,Paid,22796
439,439,Debit Card,Paid,46546
440,440,UPI,Paid,44755
441,441,COD,Paid,90020
442,442,COD,Paid,6650
443,443,Net Banking,Paid,6235
444,444,Net Banking,Paid,23484
445,445,Net Banking,Paid,29379
446,446,Debit Card,Paid,24590
447,447,COD,Paid,4729
448,448,UPI,Paid,105247
449,449,Credit Card,Paid,11365
450,450,UPI,Paid,28163
451,451,Net Banking,Paid,37759
452,452,UPI,Paid,37102
453,453,Credit Card,Paid,65174
454,454,Net Banking,Paid,13324
455,455,Debit Card,Paid,37726
456,456,UPI,Paid,52861
457,457,Debit Card,Paid,27860
458,458,Net Banking,Paid,18130
459,459,Debit Card,Paid,35469
460,460,UPI,Paid,58879
461,461,Debit Card,Paid,35272
462,462,Credit Card,Paid,12288
463,463,COD,Paid,70886
464,464,Net Banking,Paid,24631
465,465,COD,Paid,42886
466,466,COD,Paid,24505
467,467,Debit Card,Paid,24857
468,468,UPI,Paid,33350
469,469,Credit Card,Paid,38680
470,470,UPI,Paid,20698
471,471,UPI,Paid,44566
472,472,Debit Card,Paid,42063
473,473,COD,Paid,18098
474,474,Credit Card,Paid,4306
475,475,UPI,Paid,47938
476,476,Debit Card,Paid,9271
477,477,Credit Card,Paid,58878
478,478,COD,Paid,92721
479,479,Debit Card,Paid,27914
480,480,UPI,Paid,35440
481,481,Net Banking,Paid,25314
482,482,Debit Card,Paid,49312
483,483,Credit Card,Paid,15528
484,484,Credit Card,Paid,42746
485,485,COD,Paid,64990
486,486,Debit Card,Paid,65626
487,487,UPI,Paid,9722
488,488,UPI,Paid,67464
489,489,COD,Paid,53517
490,490,Debit Card,Paid,83294
491,491,COD,Paid,14195
492,492,UPI,Paid,46560
493,493,Debit Card,Paid,3614
494,494,Credit Card,Paid,35438
495,495,UPI,Paid,27179
496,496,COD,Paid,65674
497,497,Debit Card,Paid,4010
498,498,COD,Paid,89424
499,499,Net Banking,Paid,53016
500,500,Net Banking,Paid,30388
501,501,COD,Paid,33858
502,502,Debit Card,Paid,37309
503,503,UPI,Paid,5533
504,504,UPI,Paid,45474
505,505,UPI,Paid,70159
506,506,Debit Card,Paid,53307
507,507,UPI,Paid,26042
508,508,Net Banking,Paid,11930
509,509,Debit Card,Paid,22985
510,510,COD,Paid,18555
511,511,Credit Card,Paid,44894
512,512,UPI,Paid,14049
513,513,Debit Card,Paid,81011
514,514,UPI,Paid,33301
515,515,Debit Card,Paid,36186
516,516,Credit Card,Paid,7245
517,517,Debit Card,Paid,40172
518,518,UPI,Paid,58890
519,519,COD,Paid,47714
520,520,Net Banking,Paid,47659
521,521,Debit Card,Paid,41295
522,522,Credit Card,Paid,68777
523,523,Credit Card,Paid,17609
524,524,UPI,Paid,32556
525,525,Net Banking,Paid,18378
526,526,UPI,Paid,71106
527,527,Net Banking,Paid,29996
528,528,UPI,Paid,46456
529,529,Debit Card,Paid,50659
530,530,COD,Paid,9282
531,531,Debit Card,Paid,46122
532,532,COD,Paid,53160
533,533,Net Banking,Paid,22127
534,534,Credit Card,Paid,35689
535,535,COD,Paid,54767
536,536,Credit Card,Paid,15388
537,537,COD,Paid,54746
538,538,COD,Paid,36199
539,539,UPI,Paid,36018
540,540,Credit Card,Paid,108428
541,541,COD,Paid,26057
542,542,COD,Paid,25825
543,543,Net Banking,Paid,32538
544,544,UPI,Paid,42302
545,545,Debit Card,Paid,62491
546,546,UPI,Paid,4725
547,547,UPI,Paid,33106
548,548,Net Banking,Paid,13916
549,549,COD,Paid,41474
550,550,UPI,Paid,8968
551,551,UPI,Paid,10318
552,552,UPI,Paid,58202
553,553,UPI,Paid,49294
554,554,COD,Paid,16226
555,555,COD,Paid,44581
556,556,UPI,Paid,20884
557,557,UPI,Paid,23572
558,558,Net Banking,Paid,81652
559,559,Credit Card,Paid,55863
560,560,Net Banking,Paid,74423
561,561,Debit Card,Paid,8579
562,562,Credit Card,Paid,3080
563,563,Net Banking,Paid,50519
564,564,Net Banking,Paid,87437
565,565,Net Banking,Paid,23608
566,566,Debit Card,Paid,24628
567,567,Net Banking,Paid,26526
568,568,Credit Card,Paid,22480
569,569,Net Banking,Paid,72509
570,570,Debit Card,Paid,20272
571,571,Net Banking,Paid,1342
572,572,Net Banking,Paid,35177
573,573,Debit Card,Paid,31324
574,574,UPI,Paid,11442
575,575,UPI,Paid,40904
576,576,COD,Paid,21885
577,577,UPI,Paid,58605
578,578,UPI,Paid,39774
579,579,Debit Card,Paid,26986
580,580,Net Banking,Paid,35488
581,581,Net Banking,Paid,17200
582,582,Net Banking,Paid,43696
583,583,Net Banking,Paid,101998
584,584,Net Banking,Paid,44714
585,585,UPI,Paid,56378
586,586,Debit Card,Paid,25914
587,587,COD,Paid,25378
588,588,UPI,Paid,64490
589,589,Debit Card,Paid,56248
590,590,Credit Card,Paid,43493
591,591,Debit Card,Paid,35302
592,592,Debit Card,Paid,8783
593,593,Credit Card,Paid,9440
594,594,Debit Card,Paid,22267
595,595,Debit Card,Paid,19953
596,596,UPI,Paid,23115
597,597,COD,Paid,35718
598,598,COD,Paid,9410
599,599,UPI,Paid,20506
600,600,COD,Paid,30478
601,601,UPI,Paid,27533
602,602,COD,Paid,72285
603,603,UPI,Paid,37484
604,604,COD,Paid,17240
605,605,Debit Card,Paid,71045
606,606,UPI,Paid,14472
607,607,Credit Card,Paid,26254
608,608,Net Banking,Paid,28782
609,609,COD,Paid,58598
610,610,Net Banking,Paid,71836
611,611,UPI,Paid,7683
612,612,Debit Card,Paid,59437
613,613,Debit Card,Paid,4103
614,614,UPI,Paid,32896
615,615,Credit Card,Paid,16229
616,616,UPI,Paid,12903
617,617,COD,Paid,67948
618,618,Debit Card,Paid,6529
619,619,Credit Card,Paid,29626
620,620,Credit Card,Paid,81873
621,621,COD,Paid,40663
622,622,Net Banking,Paid,30958
623,623,Net Banking,Paid,57786
624,624,UPI,Paid,18954
625,625,COD,Paid,97564
626,626,COD,Paid,81061
627,627,Debit Card,Paid,19112
628,628,UPI,Paid,21937
629,629,Net Banking,Paid,24845
630,630,COD,Paid,25306
631,631,UPI,Paid,19718
632,632,UPI,Paid,24640
633,633,Credit Card,Paid,24832
634,634,UPI,Paid,31406
635,635,COD,Paid,46800
636,636,Credit Card,Paid,44950
637,637,COD,Paid,38826
638,638,Net Banking,Paid,39381
639,639,COD,Paid,27802
640,640,UPI,Paid,18612
641,641,Debit Card,Paid,53118
642,642,Credit Card,Paid,87348
643,643,UPI,Paid,91320
644,644,Net Banking,Paid,62397
645,645,Credit Card,Paid,5807
646,646,Net Banking,Paid,73195
647,647,UPI,Paid,10965
648,648,Net Banking,Paid,22706
649,649,COD,Paid,12778
650,650,Credit Card,Paid,84419
651,651,Debit Card,Paid,46864
652,652,COD,Paid,11557
653,653,Credit Card,Paid,12071
654,654,Debit Card,Paid,19270
655,655,Credit Card,Paid,44449
656,656,Debit Card,Paid,64216
657,657,Net Banking,Paid,41342
658,658,UPI,Paid,12621
659,659,Net Banking,Paid,82092
660,660,Net Banking,Paid,52898
661,661,Net Banking,Paid,31605
662,662,Credit Card,Paid,15398
663,663,UPI,Paid,3060
664,664,COD,Paid,66866
665,665,Debit Card,Paid,37216
666,666,Net Banking,Paid,48187
667,667,Credit Card,Paid,49900
668,668,UPI,Paid,12307
669,669,Debit Card,Paid,41122
670,670,Credit Card,Paid,49144
671,671,Debit Card,Paid,10882
672,672,Credit Card,Paid,27590
673,673,COD,Paid,6442
674,674,Debit Card,Paid,35110
675,675,Credit Card,Paid,16939
676,676,COD,Paid,13407
677,677,Credit Card,Paid,19528
678,678,Net Banking,Paid,60858
679,679,UPI,Paid,30008
680,680,COD,Paid,39852
681,681,Debit Card,Paid,9941
682,682,Debit Card,Paid,52453
683,683,Net Banking,Paid,53288
684,684,UPI,Paid,7241
685,685,UPI,Paid,35260
686,686,COD,Paid,78966
687,687,Net Banking,Paid,61466
688,688,COD,Paid,17120
689,689,Credit Card,Paid,38028
690,690,COD,Paid,17740
691,691,COD,Paid,62071
692,692,Credit Card,Paid,17540
693,693,Credit Card,Paid,6315
694,694,Net Banking,Paid,21900
695,695,Credit Card,Paid,25320
696,696,COD,Paid,22637
697,697,Net Banking,Paid,50790
698,698,Debit Card,Paid,75538
699,699,Credit Card,Paid,74678
700,700,Net Banking,Paid,19848
701,701,COD,Paid,67506
702,702,Debit Card,Paid,31548
703,703,UPI,Paid,13097
704,704,COD,Paid,7874
705,705,COD,Paid,24339
706,706,Net Banking,Paid,25015
707,707,Net Banking,Paid,44084
708,708,UPI,Paid,89907
709,709,Credit Card,Paid,45360
710,710,Credit Card,Paid,30568
711,711,Debit Card,Paid,52768
712,712,COD,Paid,86069
713,713,Debit Card,Paid,52324
714,714,Debit Card,Paid,76827
715,715,Net Banking,Paid,64166
716,716,Credit Card,Paid,20973
717,717,Credit Card,Paid,8828
718,718,COD,Paid,15279
719,719,Credit Card,Paid,51766
720,720,Debit Card,Paid,60368
721,721,Net Banking,Paid,13182
722,722,UPI,Paid,36142
723,723,Net Banking,Paid,80227
724,724,Credit Card,Paid,60346
725,725,Debit Card,Paid,35791
726,726,Debit Card,Paid,22473
727,727,COD,Paid,1168
728,728,Net Banking,Paid,76321
729,729,Debit Card,Paid,15727
730,730,Credit Card,Paid,18002
731,731,Debit Card,Paid,13928
732,732,Debit Card,Paid,42762
733,733,Net Banking,Paid,5159
734,734,Credit Card,Paid,36796
735,735,Credit Card,Paid,19127
736,736,Debit Card,Paid,23100
737,737,Credit Card,Paid,73860
738,738,Debit Card,Paid,14377
739,739,Credit Card,Paid,58409
740,740,COD,Paid,45702
741,741,Credit Card,Paid,50524
742,742,Credit Card,Paid,52389
743,743,UPI,Paid,68908
744,744,Debit Card,Paid,47492
745,745,COD,Paid,80097
746,746,Credit Card,Paid,30813
747,747,UPI,Paid,17107
748,748,Net Banking,Paid,6986
749,749,Debit Card,Paid,45012
750,750,UPI,Paid,64788
751,751,Net Banking,Paid,37953
752,752,Credit Card,Paid,45845
753,753,UPI,Paid,37701
754,754,Net Banking,Paid,18348
755,755,UPI,Paid,22472
756,756,Debit Card,Paid,3738
757,757,Debit Card,Paid,52474
758,758,Debit Card,Paid,16090
759,759,Net Banking,Paid,43022
760,760,Debit Card,Paid,43354
761,761,UPI,Paid,25258
762,762,Credit Card,Paid,31489
763,763,COD,Paid,24590
764,764,COD,Paid,71761
765,765,COD,Paid,12510
766,766,COD,Paid,18360
767,767,COD,Paid,19000
768,768,Net Banking,Paid,25040
769,769,Net Banking,Paid,65017
770,770,UPI,Paid,18146
771,771,Net Banking,Paid,29480
772,772,COD,Paid,20282
773,773,Net Banking,Paid,63606
774,774,Credit Card,Paid,31452
775,775,COD,Paid,51394
776,776,COD,Paid,43191
777,777,Debit Card,Paid,51013
778,778,COD,Paid,57771
779,779,UPI,Paid,92144
780,780,COD,Paid,26508
781,781,Debit Card,Paid,22284
782,782,Debit Card,Paid,19882
783,783,Credit Card,Paid,2129
784,784,Debit Card,Paid,11142
785,785,Net Banking,Paid,19806
786,786,UPI,Paid,11341
787,787,Debit Card,Paid,15964
788,788,COD,Paid,38831
789,789,Net Banking,Paid,71718
790,790,Net Banking,Paid,12876
791,791,UPI,Paid,19369
792,792,UPI,Paid,76750
793,793,Net Banking,Paid,38390
794,794,COD,Paid,59611
795,795,Debit Card,Paid,78945
796,796,COD,Paid,9125
797,797,UPI,Paid,11681
798,798,Net Banking,Paid,60862
799,799,Debit Card,Paid,90442
800,800,Credit Card,Paid,59856
801,801,Debit Card,Paid,31586
802,802,Credit Card,Paid,6636
803,803,UPI,Paid,38185
804,804,Credit Card,Paid,29987
805,805,Credit Card,Paid,40779
806,806,COD,Paid,52057
807,807,Debit Card,Paid,43229
808,808,UPI,Paid,50176
809,809,Credit Card,Paid,54740
810,810,Credit Card,Paid,30264
811,811,Credit Card,Paid,55654
812,812,Credit Card,Paid,3748
813,813,Net Banking,Paid,27357
814,814,Credit Card,Paid,61858
815,815,COD,Paid,25431
816,816,Debit Card,Paid,75451
817,817,UPI,Paid,23566
818,818,Debit Card,Paid,23650
819,819,COD,Paid,33554
820,820,Debit Card,Paid,42854
821,821,UPI,Paid,7922
822,822,UPI,Paid,2828
823,823,COD,Paid,21059
824,824,Net Banking,Paid,9753
825,825,UPI,Paid,72162
826,826,UPI,Paid,21850
827,827,Debit Card,Paid,58810
828,828,COD,Paid,52341
829,829,UPI,Paid,34684
830,830,UPI,Paid,12159
831,831,Debit Card,Paid,60318
832,832,COD,Paid,14194
833,833,Credit Card,Paid,97675
834,834,Credit Card,Paid,60513
835,835,UPI,Paid,26436
836,836,UPI,Paid,34546
837,837,Net Banking,Paid,69740
838,838,COD,Paid,43295
839,839,Debit Card,Paid,88257
840,840,Net Banking,Paid,15097
841,841,Debit Card,Paid,38801
842,842,Debit Card,Paid,9091
843,843,Credit Card,Paid,49214
844,844,COD,Paid,26359
845,845,UPI,Paid,43035
846,846,Debit Card,Paid,16515
847,847,Credit Card,Paid,40692
848,848,COD,Paid,22649
849,849,Credit Card,Paid,35991
850,850,COD,Paid,22375
851,851,COD,Paid,81610
852,852,Debit Card,Paid,26900
853,853,Net Banking,Paid,22526
854,854,COD,Paid,65161
855,855,Debit Card,Paid,57259
856,856,Net Banking,Paid,43834
857,857,COD,Paid,17005
858,858,COD,Paid,24789
859,859,Credit Card,Paid,29330
860,860,UPI,Paid,30998
861,861,Credit Card,Paid,23659
862,862,Net Banking,Paid,41210
863,863,UPI,Paid,11637
864,864,COD,Paid,44714
865,865,COD,Paid,41262
866,866,COD,Paid,32606
867,867,COD,Paid,6446
868,868,Debit Card,Paid,30533
869,869,COD,Paid,77648
870,870,Net Banking,Paid,22082
871,871,Debit Card,Paid,2185
872,872,UPI,Paid,80450
873,873,Net Banking,Paid,3646
874,874,Net Banking,Paid,55136
