OrderID,CustomerID,OrderDate,Status,TotalAmount
397,665,2025-10-29,Shipped,61782
398,2932,2026-03-16,Shipped,61254
399,2281,2025-09-09,Processing,5552
400,1686,2025-11-25,Delivered,35318
401,2084,2025-03-27,Processing,36707
402,2439,2025-07-14,Delivered,76314
403,2330,2025-08-07,Processing,16694
404,2761,2026-03-20,Processing,3038
405,1732,2025-04-05,Shipped,24496
406,2559,2025-05-06,Delivered,58300
407,1887,2026-01-05,Processing,89532
408,2162,2025-09-03,Shipped,56534
409,227,2025-01-13,Delivered,30288
410,1497,2026-01-05,Processing,41267
411,2371,2025-07-01,Delivered,93812
412,1499,2026-03-28,Shipped,74872
413,494,2025-05-09,Processing,26929
414,1175,2025-11-04,Shipped,4049
415,2324,2025-06-29,Shipped,36284
416,1391,2025-05-26,Processing,22066
417,1319,2025-02-26,Shipped,12774
418,2358,2026-04-20,Processing,49835
419,392,2025-02-01,Delivered,3153
420,2515,2025-07-15,Processing,28562
421,261,2025-12-23,Processing,75884
422,2185,2025-08-10,Processing,22138
423,2603,2025-04-27,Shipped,5109
424,86,2025-02-27,Delivered,21310
425,171,2026-01-27,Delivered,31948
426,635,2025-02-17,Delivered,108025
427,364,2026-06-19,Processing,42234
428,840,2025-10-30,Processing,62280
429,696,2026-06-16,Processing,69458
430,2356,2026-01-14,Delivered,16946
431,1429,2025-08-10,Shipped,60985
432,2643,2026-03-29,Delivered,63574
433,2570,2025-09-12,Processing,60540
434,1121,2025-01-16,Processing,2801
435,698,2025-08-23,Shipped,42658
436,1168,2025-01-31,Processing,62847
437,2714,2025-02-07,Delivered,63160
438,2878,2026-05-18,Shipped,22796
439,2762,2026-03-17,Delivered,46546
440,2755,2025-04-10,Delivered,44755
441,311,2025-07-21,Delivered,90020
442,1083,2025-09-15,Delivered,6650
443,2646,2026-03-06,Processing,6235
444,477,2025-02-10,Delivered,23484
445,919,2025-06-25,Delivered,29379
446,1134,2026-06-17,Shipped,24590
447,1241,2025-03-11,Processing,4729
448,1904,2025-11-09,Delivered,105247
449,2451,2026-02-02,Processing,11365
450,2756,2026-06-28,Processing,28163
451,1560,2025-01-24,Processing,37759
452,711,2026-03-27,Processing,37102
453,2598,2025-10-12,Delivered,65174
454,109,2025-10-09,Shipped,13324
455,2627,2025-08-24,Delivered,37726
456,770,2026-01-13,Shipped,52861
457,1337,2026-05-15,Shipped,27860
458,1551,2025-10-31,Shipped,18130
459,21,2025-05-02,Delivered,35469
460,1362,2025-05-03,Processing,58879
461,2264,2025-10-20,Shipped,35272
462,52,2025-02-20,Shipped,12288
463,1629,2026-05-05,Delivered,70886
464,888,2026-03-30,Processing,24631
465,1571,2025-10-04,Delivered,42886
466,287,2025-09-30,Processing,24505
467,1681,2026-05-02,Shipped,24857
468,2440,2026-05-29,Delivered,33350
469,2706,2025-07-05,Delivered,38680
470,2258,2025-09-08,Delivered,20698
471,2385,2025-05-08,Delivered,44566
472,2913,2025-08-31,Delivered,42063
473,2947,2025-02-04,Processing,18098
474,53,2025-07-12,Processing,4306
475,1745,2025-03-29,Delivered,47938
476,350,2025-04-14,Shipped,9271
477,2044,2025-11-28,Delivered,58878
478,1750,2026-06-14,Delivered,92721
479,442,2025-01-05,Processing,27914
480,698,2026-03-15,Processing,35440
481,562,2026-02-23,Processing,25314
482,375,2025-06-22,Processing,49312
483,878,2025-10-11,Processing,15528
484,438,2025-06-15,Delivered,42746
485,2332,2026-04-27,Delivered,64990
486,2397,2026-02-12,Shipped,65626
487,1944,2025-05-11,Shipped,9722
488,2515,2026-06-18,Delivered,67464
489,2062,2026-05-15,Processing,53517
490,844,2025-01-21,Processing,83294
491,2968,2025-03-07,Processing,14195
492,627,2026-06-10,Delivered,46560
493,1247,2026-02-08,Delivered,3614
494,1228,2025-03-02,Processing,35438
495,2572,2026-03-13,Delivered,27179
496,2009,2025-07-27,Processing,65674
497,1272,2026-06-22,Delivered,4010
498,2194,2026-04-04,Processing,89424
499,1049,2025-11-07,Delivered,53016
500,942,2025-07-05,Delivered,30388
501,179,2025-01-08,Shipped,33858
502,509,2025-02-12,Delivered,37309
503,1323,2025-05-13,Shipped,5533
504,575,2025-02-03,Delivered,45474
505,1894,2025-07-04,Shipped,70159
506,2277,2025-04-29,Delivered,53307
507,2083,2025-10-18,Delivered,26042
508,2311,2025-04-10,Delivered,11930
509,1566,2025-04-20,Delivered,22985
510,812,2025-01-28,Delivered,18555
511,1670,2025-06-01,Processing,44894
512,1852,2025-08-25,Delivered,14049
513,2711,2025-11-10,Processing,81011
514,216,2025-01-17,Delivered,33301
515,1886,2025-03-18,Processing,36186
516,544,2025-06-21,Processing,7245
517,1170,2026-03-30,Shipped,40172
518,648,2026-02-25,Processing,58890
519,467,2025-04-18,Shipped,47714
520,2367,2025-08-09,Delivered,47659
521,1902,2026-05-14,Shipped,41295
522,360,2025-06-11,Delivered,68777
523,957,2025-12-12,Delivered,17609
524,2698,2025-04-03,Shipped,32556
525,2213,2025-11-22,Processing,18378
526,1516,2025-06-17,Delivered,71106
527,41,2025-06-20,Delivered,29996
528,2274,2025-03-02,Processing,46456
529,142,2026-03-03,Delivered,50659
530,1348,2025-03-20,Shipped,9282
531,1927,2025-07-17,Shipped,46122
532,809,2025-12-22,Delivered,53160
533,1442,2025-10-21,Shipped,22127
534,1268,2026-01-14,Processing,35689
535,2080,2025-08-29,Shipped,54767
536,377,2025-05-06,Processing,15388
537,1064,2025-10-19,Processing,54746
538,2509,2025-08-01,Shipped,36199
539,2889,2026-02-07,Shipped,36018
540,1385,2026-03-10,Processing,108428
541,429,2025-08-26,Shipped,26057
542,2992,2025-09-24,Delivered,25825
543,16,2025-11-19,Processing,32538
544,708,2026-05-24,Delivered,42302
545,2421,2026-01-21,Shipped,62491
546,2174,2025-08-05,Delivered,4725
547,2827,2026-03-29,Shipped,33106
548,2188,2026-06-01,Delivered,13916
549,1861,2025-03-28,Delivered,41474
550,1366,2025-09-11,Shipped,8968
551,169,2026-06-30,Shipped,10318
552,2802,2025-11-07,Processing,58202
553,2826,2026-03-03,Shipped,49294
554,2480,2025-08-29,Delivered,16226
555,468,2026-05-16,Shipped,44581
556,2449,2025-04-30,Delivered,20884
557,530,2025-03-04,Delivered,23572
558,2748,2025-10-05,Processing,81652
559,2294,2025-04-18,Shipped,55863
560,2829,2025-12-23,Processing,74423
561,2659,2025-06-30,Shipped,8579
562,2849,2025-11-02,Processing,3080
563,2283,2025-11-12,Shipped,50519
564,1738,2026-04-26,Delivered,87437
565,2511,2025-08-17,Processing,23608
566,2752,2026-01-12,Processing,24628
567,983,2025-06-29,Delivered,26526
568,335,2025-08-26,Delivered,22480
569,1775,2025-07-29,Delivered,72509
570,999,2026-02-28,Delivered,20272
571,1464,2025-03-06,Processing,1342
572,2692,2026-06-06,Delivered,35177
573,2891,2025-03-09,Delivered,31324
574,1725,2025-11-04,Shipped,11442
575,2991,2025-10-30,Processing,40904
576,2281,2025-06-22,Shipped,21885
577,2329,2025-01-03,Shipped,58605
578,2381,2025-01-20,Shipped,39774
579,584,2026-03-27,Processing,26986
580,1369,2025-12-31,Processing,35488
581,2667,2026-02-22,Delivered,17200
582,117,2025-07-14,Delivered,43696
583,2618,2025-10-24,Processing,101998
584,2732,2026-03-30,Shipped,44714
585,201,2025-03-14,Shipped,56378
586,2756,2025-01-31,Shipped,25914
587,2653,2026-03-29,Delivered,25378
588,396,2025-12-08,Shipped,64490
589,911,2025-12-06,Processing,56248
590,855,2025-02-17,Processing,43493
591,117,2025-06-17,Delivered,35302
592,1622,2025-07-12,Processing,8783
593,2319,2025-04-30,Shipped,9440
594,826,2025-11-09,Processing,22267
595,1544,2025-09-06,Processing,19953
596,852,2025-08-14,Processing,23115
597,2242,2026-06-30,Shipped,35718
598,212,2026-02-21,Processing,9410
599,1176,2025-06-27,Processing,20506
600,2534,2025-10-15,Delivered,30478
601,2203,2025-09-28,Delivered,27533
602,2940,2025-07-30,Processing,72285
603,1221,2025-08-22,Delivered,37484
604,1539,2025-07-31,Delivered,17240
605,1715,2026-04-01,Delivered,71045
606,532,2025-02-04,Processing,14472
607,1542,2025-02-10,Shipped,26254
608,2135,2025-02-21,Shipped,28782
609,2117,2025-08-12,Processing,58598
610,601,2026-01-12,Delivered,71836
611,2781,2025-11-16,Delivered,7683
612,2710,2026-06-04,Shipped,59437
613,923,2025-11-18,Delivered,4103
614,336,2026-03-13,Processing,32896
615,1577,2026-05-25,Delivered,16229
616,2069,2026-05-17,Shipped,12903
617,2569,2025-04-07,Delivered,67948
618,720,2025-08-15,Shipped,6529
619,2505,2025-07-04,Processing,29626
620,2495,2025-11-05,Shipped,81873
621,2786,2025-07-18,Processing,40663
622,1287,2025-03-11,Shipped,30958
623,2798,2026-02-23,Delivered,57786
624,1827,2026-05-26,Delivered,18954
625,165,2026-06-25,Delivered,97564
626,1723,2025-12-27,Shipped,81061
627,1421,2025-01-02,Shipped,19112
628,368,2025-05-08,Processing,21937
629,316,2026-04-02,Delivered,24845
630,2021,2025-11-03,Shipped,25306
631,762,2025-02-05,Processing,19718
632,1102,2025-04-15,Shipped,24640
633,2688,2026-03-08,Processing,24832
634,2541,2025-06-08,Delivered,31406
635,2093,2025-11-17,Delivered,46800
636,1320,2025-06-15,Processing,44950
637,2755,2025-01-06,Shipped,38826
638,1625,2025-07-01,Processing,39381
639,770,2025-10-10,Delivered,27802
640,2575,2025-02-12,Shipped,18612
641,2216,2026-06-14,Shipped,53118
642,1590,2025-11-29,Processing,87348
643,2818,2025-01-13,Delivered,91320
644,259,2025-08-28,Shipped,62397
645,1776,2025-07-24,Shipped,5807
646,287,2025-04-12,Processing,73195
647,1268,2025-05-31,Delivered,10965
648,700,2025-11-22,Shipped,22706
649,294,2025-08-01,Delivered,12778
650,695,2025-12-05,Processing,84419
651,1256,2025-07-01,Shipped,46864
652,2779,2025-02-07,Processing,11557
653,2194,2026-01-24,Processing,12071
654,2774,2025-04-03,Delivered,19270
655,1933,2026-05-05,Shipped,44449
656,2657,2025-12-05,Processing,64216
657,1402,2026-04-05,Processing,41342
658,2390,2025-12-09,Shipped,12621
659,1539,2026-05-09,Processing,82092
660,1349,2026-05-09,Processing,52898
661,94,2026-05-04,Shipped,31605
662,1803,2025-08-22,Shipped,15398
663,1539,2025-06-19,Processing,3060
664,1660,2025-07-08,Processing,66866
665,730,2026-06-07,Delivered,37216
666,1604,2025-04-16,Processing,48187
667,423,2025-11-30,Processing,49900
668,79,2026-03-10,Delivered,12307
669,659,2026-03-25,Shipped,41122
670,1079,2025-02-09,Processing,49144
671,1065,2026-04-13,Processing,10882
672,1465,2026-04-18,Processing,27590
673,1357,2026-03-25,Shipped,6442
674,291,2025-11-14,Shipped,35110
675,2903,2025-07-17,Shipped,16939
676,1861,2025-07-09,Delivered,13407
677,222,2025-03-20,Delivered,19528
678,1412,2025-04-01,Delivered,60858
679,2581,2025-11-13,Shipped,30008
680,391,2025-05-04,Shipped,39852
681,1713,2025-10-28,Shipped,9941
682,2718,2025-11-15,Processing,52453
683,2241,2026-02-05,Shipped,53288
684,1008,2026-02-28,Delivered,7241
685,426,2025-09-06,Delivered,35260
686,2109,2026-04-15,Processing,78966
687,403,2026-04-26,Processing,61466
688,1010,2025-11-28,Processing,17120
689,944,2026-06-23,Delivered,38028
690,128,2026-05-29,Shipped,17740
691,2438,2025-11-22,Processing,62071
692,2152,2026-02-19,Delivered,17540
693,2939,2026-05-30,Delivered,6315
694,1776,2025-08-15,Delivered,21900
695,380,2026-05-18,Delivered,25320
696,2557,2025-07-19,Shipped,22637
697,1011,2025-10-18,Processing,50790
698,107,2026-02-28,Processing,75538
699,1522,2025-02-21,Processing,74678
700,2598,2025-05-13,Delivered,19848
701,675,2026-05-29,Shipped,67506
702,2172,2025-08-20,Delivered,31548
703,2098,2025-09-02,Processing,13097
704,1429,2025-07-26,Shipped,7874
705,1184,2025-01-24,Shipped,24339
706,2810,2025-02-11,Shipped,25015
707,15,2026-01-29,Shipped,44084
708,2602,2025-12-03,Delivered,89907
709,2392,2026-01-24,Delivered,45360
710,1151,2026-02-28,Delivered,30568
711,859,2025-07-07,Shipped,52768
712,367,2026-02-25,Shipped,86069
713,2885,2025-07-15,Delivered,52324
714,348,2026-06-05,Processing,76827
715,2324,2025-01-07,Delivered,64166
716,572,2026-05-06,Processing,20973
717,2752,2025-09-07,Processing,8828
718,781,2025-07-09,Processing,15279
719,2299,2025-10-21,Shipped,51766
720,1136,2025-01-18,Shipped,60368
