ProductID,VendorID,CategoryID,SubCategoryID,ProductName,Price,Discount,Rating,Color,StrapMaterial,WarrantyMonths,Stock
75,6,1,3,Fossil Model 75,8819,0,4.8,Black,Silicone,12,126
76,5,2,10,Timex Model 76,15602,10,3.5,Brown,Rubber,12,172
77,1,1,4,Titan Model 77,15341,15,4.3,Black,Leather,12,247
78,8,3,14,Noise Model 78,3820,5,4.3,Silver,Silicone,12,166
79,4,2,7,Casio Model 79,13934,5,4.5,Silver,Leather,36,119
80,12,2,9,Maxima Model 80,24363,0,3.9,Green,Rubber,24,87
81,12,3,15,Maxima Model 81,22804,25,3.9,Brown,Leather,24,216
82,5,1,5,Timex Model 82,13446,5,4.8,Gold,Rubber,12,161
83,9,3,13,Fire-Boltt Model 83,2593,20,4.7,Green,Rubber,36,81
84,11,1,1,Citizen Model 84,21461,0,4.7,Blue,Leather,24,277
85,9,1,5,Fire-Boltt Model 85,18480,5,4.3,Silver,Nylon,24,229
86,3,1,6,Fastrack Model 86,4424,10,3.8,Blue,Rubber,36,228
87,7,2,10,Boat Model 87,13499,0,4.9,Green,Metal,24,13
88,3,1,6,Fastrack Model 88,19147,25,4.4,Gold,Rubber,12,231
89,11,1,1,Citizen Model 89,17819,5,4.4,Green,Nylon,12,29
90,2,2,7,Sonata Model 90,6737,5,4.6,Brown,Metal,36,27
91,5,2,9,Timex Model 91,8701,0,4.3,Gold,Leather,12,225
92,10,2,7,Ajanta Model 92,8211,0,3.7,Brown,Metal,12,16
93,4,2,7,Casio Model 93,4104,10,3.8,Gold,Leather,24,170
94,7,1,4,Boat Model 94,20715,5,4.3,Black,Rubber,36,77
95,9,1,1,Fire-Boltt Model 95,21117,10,4.9,Gold,Rubber,36,215
96,5,3,15,Timex Model 96,17478,25,5.0,Black,Leather,24,295
97,11,3,13,Citizen Model 97,11817,0,3.6,Silver,Leather,12,118
98,12,3,14,Maxima Model 98,7443,15,4.7,Brown,Silicone,36,37
99,5,1,4,Timex Model 99,2502,0,3.8,Green,Metal,12,159
100,10,1,5,Ajanta Model 100,1179,0,4.1,Blue,Metal,12,18
101,8,1,4,Noise Model 101,23503,15,3.9,Black,Metal,12,42
102,10,2,8,Ajanta Model 102,18650,20,4.1,Silver,Metal,24,200
103,11,1,4,Citizen Model 103,17021,15,3.8,Green,Silicone,36,261
104,11,2,9,Citizen Model 104,6422,5,4.1,Silver,Metal,12,10
105,1,2,9,Titan Model 105,4937,5,3.7,Brown,Leather,24,132
106,4,2,8,Casio Model 106,1560,10,3.8,Black,Leather,12,125
107,5,1,3,Timex Model 107,7561,25,4.8,Blue,Silicone,24,129
108,1,1,6,Titan Model 108,6638,20,4.3,Black,Metal,24,127
109,1,2,11,Titan Model 109,19260,5,4.5,Silver,Metal,36,195
110,3,2,8,Fastrack Model 110,23869,20,4.2,Black,Leather,36,76
111,7,1,3,Boat Model 111,11240,15,4.6,Brown,Leather,36,269
112,12,2,7,Maxima Model 112,7790,25,4.2,Brown,Silicone,12,39
113,9,2,7,Fire-Boltt Model 113,14224,25,4.6,Black,Silicone,24,217
114,8,2,11,Noise Model 114,24612,15,4.6,Black,Nylon,36,223
115,1,1,6,Titan Model 115,9476,5,4.3,Blue,Rubber,36,259
116,4,2,11,Casio Model 116,10869,10,4.5,Blue,Metal,12,113
117,2,3,12,Sonata Model 117,6385,5,4.9,Black,Metal,36,217
118,12,1,5,Maxima Model 118,3643,5,5.0,Green,Leather,24,188
119,6,3,14,Fossil Model 119,6840,25,4.4,Blue,Rubber,24,35
120,12,3,14,Maxima Model 120,4874,20,3.6,Silver,Nylon,24,104
121,9,3,14,Fire-Boltt Model 121,9653,20,4.5,Black,Nylon,24,255
122,8,3,15,Noise Model 122,15007,10,4.5,Black,Nylon,24,217
123,6,1,1,Fossil Model 123,19147,5,4.7,Green,Nylon,12,67
124,6,1,2,Fossil Model 124,6689,5,3.7,Black,Silicone,12,226
125,3,3,12,Fastrack Model 125,8639,20,3.7,Brown,Leather,12,45
126,2,2,10,Sonata Model 126,4491,0,3.7,Green,Rubber,12,230
127,4,3,13,Casio Model 127,4451,0,3.6,Gold,Metal,36,26
128,11,2,7,Citizen Model 128,16126,10,4.6,Silver,Rubber,36,160
129,4,2,9,Casio Model 129,14510,5,4.0,Brown,Metal,36,228
130,10,2,11,Ajanta Model 130,10974,25,4.8,Brown,Rubber,12,202
131,12,2,11,Maxima Model 131,1814,25,4.4,Green,Metal,24,272
132,2,3,12,Sonata Model 132,21394,0,5.0,Blue,Metal,24,205
133,11,1,1,Citizen Model 133,8332,0,3.7,Green,Silicone,12,88
134,11,2,7,Citizen Model 134,5019,15,4.1,Green,Silicone,12,6
135,9,2,8,Fire-Boltt Model 135,5596,20,4.2,Brown,Leather,36,68
136,8,1,5,Noise Model 136,2017,10,4.5,Black,Leather,36,91
137,9,3,12,Fire-Boltt Model 137,21499,10,4.7,Blue,Silicone,12,250
138,9,1,3,Fire-Boltt Model 138,14471,0,4.1,Green,Nylon,24,85
139,10,3,13,Ajanta Model 139,6995,5,3.9,Silver,Leather,36,43
140,4,2,11,Casio Model 140,11715,10,3.8,Silver,Rubber,24,63
141,12,2,11,Maxima Model 141,1103,20,4.3,Silver,Nylon,12,214
142,12,3,13,Maxima Model 142,20595,10,4.9,Gold,Leather,24,38
143,6,3,13,Fossil Model 143,21435,5,4.6,Brown,Leather,24,240
144,1,3,13,Titan Model 144,5409,25,4.9,Brown,Leather,36,270
145,4,3,12,Casio Model 145,18012,0,4.3,Green,Silicone,12,69
146,3,3,15,Fastrack Model 146,17925,0,4.7,Green,Rubber,24,135
147,8,1,5,Noise Model 147,15654,10,4.8,Gold,Silicone,36,215
148,11,2,11,Citizen Model 148,5654,25,3.9,Green,Rubber,12,26
149,7,1,2,Boat Model 149,21819,10,5.0,Black,Metal,24,23
150,2,2,10,Sonata Model 150,11621,25,3.9,Green,Rubber,24,157
151,6,1,5,Fossil Model 151,6826,0,3.6,Blue,Silicone,12,169
152,9,1,5,Fire-Boltt Model 152,22226,10,4.7,Silver,Nylon,36,198
153,8,3,15,Noise Model 153,17325,20,3.6,Brown,Metal,24,18
154,6,3,14,Fossil Model 154,19699,15,4.8,Green,Leather,36,100
155,6,1,2,Fossil Model 155,19222,15,4.6,Silver,Leather,36,169
156,5,2,8,Timex Model 156,23844,0,4.1,Silver,Metal,24,32
157,10,1,4,Ajanta Model 157,7173,5,4.0,Silver,Nylon,24,253
158,6,1,3,Fossil Model 158,12535,5,4.8,Black,Rubber,12,92
159,7,1,4,Boat Model 159,16015,15,4.9,Black,Rubber,12,12
160,9,2,9,Fire-Boltt Model 160,20977,15,3.9,Blue,Metal,36,287
161,3,2,9,Fastrack Model 161,14686,15,3.8,Silver,Nylon,12,32
162,3,2,11,Fastrack Model 162,16003,5,4.1,Silver,Rubber,12,160
163,10,1,2,Ajanta Model 163,13185,10,4.6,Gold,Leather,24,149
164,10,3,14,Ajanta Model 164,2298,15,3.8,Brown,Silicone,12,285
165,3,1,3,Fastrack Model 165,20588,15,4.3,Silver,Rubber,12,147
166,1,2,7,Titan Model 166,12934,25,3.5,Gold,Metal,12,250
167,3,3,12,Fastrack Model 167,23495,0,4.4,Silver,Rubber,12,135
168,11,1,4,Citizen Model 168,6840,25,3.8,Black,Nylon,36,168
169,8,3,14,Noise Model 169,13205,20,4.0,Gold,Nylon,12,167
170,4,1,6,Casio Model 170,20981,0,4.4,Gold,Metal,12,70
171,12,1,6,Maxima Model 171,12685,10,4.7,Brown,Metal,24,264
172,4,2,9,Casio Model 172,1539,20,3.7,Brown,Silicone,36,86
173,2,1,5,Sonata Model 173,15406,5,3.5,Gold,Metal,12,47
174,1,3,13,Titan Model 174,13937,15,5.0,Gold,Nylon,24,209
175,1,2,10,Titan Model 175,10961,20,4.2,Blue,Metal,12,146
176,4,2,7,Casio Model 176,9966,25,3.6,Blue,Nylon,24,183
177,2,2,11,Sonata Model 177,19674,20,4.0,Black,Leather,12,117
178,11,3,12,Citizen Model 178,16698,15,3.8,Gold,Silicone,24,64
179,5,2,8,Timex Model 179,7947,10,4.3,Brown,Rubber,12,150
180,12,3,15,Maxima Model 180,14384,20,4.3,Brown,Silicone,36,223
181,8,2,10,Noise Model 181,18696,10,4.7,Gold,Rubber,36,218
182,4,1,1,Casio Model 182,5710,5,3.8,Gold,Metal,36,185
183,3,2,10,Fastrack Model 183,17241,10,3.7,Silver,Leather,12,73
184,7,3,13,Boat Model 184,19956,10,4.3,Black,Metal,36,264
185,10,1,2,Ajanta Model 185,10504,15,4.6,Green,Silicone,12,28
186,3,2,8,Fastrack Model 186,12833,25,3.8,Brown,Metal,24,160
187,9,3,12,Fire-Boltt Model 187,14400,25,4.5,Gold,Nylon,24,123
188,2,1,3,Sonata Model 188,24070,0,4.7,Silver,Metal,12,271
189,1,2,10,Titan Model 189,13860,10,3.8,Gold,Metal,24,231
190,3,2,7,Fastrack Model 190,20117,10,5.0,Silver,Rubber,12,93
191,4,3,13,Casio Model 191,21963,15,3.8,Green,Leather,36,115
192,11,2,10,Citizen Model 192,1959,20,4.7,Silver,Metal,24,154
193,3,1,3,Fastrack Model 193,12106,0,4.7,Blue,Nylon,36,13
194,11,1,3,Citizen Model 194,22792,15,3.8,Brown,Leather,12,230
195,4,1,6,Casio Model 195,11806,0,3.7,Green,Rubber,24,286
196,4,3,14,Casio Model 196,10872,25,4.7,Black,Nylon,36,76
197,2,2,10,Sonata Model 197,14443,5,4.3,Gold,Silicone,12,202
198,8,3,14,Noise Model 198,8371,20,3.6,Brown,Metal,36,241
199,5,2,8,Timex Model 199,10388,15,3.9,Green,Leather,12,158
200,2,2,11,Sonata Model 200,21443,25,4.9,Black,Metal,24,297
201,2,2,8,Sonata Model 201,19252,5,3.8,Brown,Leather,24,277
202,5,1,1,Timex Model 202,22527,0,5.0,Gold,Nylon,12,35
203,7,3,12,Boat Model 203,21235,15,4.4,Black,Metal,24,270
204,10,1,6,Ajanta Model 204,23367,0,4.9,Gold,Metal,24,107
205,8,1,4,Noise Model 205,18195,25,4.1,Silver,Silicone,12,195
206,6,3,12,Fossil Model 206,14940,25,4.9,Silver,Leather,24,24
207,1,2,10,Titan Model 207,20558,25,4.3,Silver,Rubber,12,176
208,2,1,4,Sonata Model 208,3637,25,4.7,Brown,Leather,12,60
209,3,3,12,Fastrack Model 209,10429,25,3.6,Silver,Nylon,12,292
210,10,2,8,Ajanta Model 210,19643,15,4.7,Green,Leather,36,103
211,8,2,10,Noise Model 211,2716,15,4.9,Silver,Leather,12,69
212,9,3,15,Fire-Boltt Model 212,11635,25,4.7,Gold,Metal,36,263
213,6,2,7,Fossil Model 213,4025,10,3.8,Brown,Leather,12,155
214,11,3,14,Citizen Model 214,5236,10,4.8,Silver,Leather,36,101
215,3,3,13,Fastrack Model 215,15317,20,3.7,Blue,Rubber,12,296
216,1,1,5,Titan Model 216,14141,25,4.3,Blue,Metal,12,267
217,9,3,14,Fire-Boltt Model 217,16480,5,3.9,Gold,Leather,24,100
218,2,1,3,Sonata Model 218,14890,0,4.0,Blue,Metal,12,58
219,10,2,11,Ajanta Model 219,12620,10,4.5,Black,Rubber,24,145
220,5,2,11,Timex Model 220,23568,25,3.9,Green,Rubber,12,199
221,11,1,2,Citizen Model 221,4038,5,4.6,Black,Nylon,12,74
222,12,3,14,Maxima Model 222,2078,20,4.7,Gold,Nylon,24,152
223,8,1,2,Noise Model 223,13196,0,3.7,Green,Rubber,12,222
224,9,2,8,Fire-Boltt Model 224,14969,20,4.1,Green,Silicone,36,80
225,7,1,1,Boat Model 225,17587,10,4.7,Blue,Metal,24,46
226,6,3,15,Fossil Model 226,20502,25,4.7,Brown,Leather,12,189
227,7,1,6,Boat Model 227,21773,10,4.7,Brown,Silicone,12,171
228,6,3,15,Fossil Model 228,19282,5,4.0,Silver,Nylon,12,136
229,5,1,1,Timex Model 229,16699,20,4.8,Black,Metal,12,76
230,7,3,12,Boat Model 230,19780,25,4.1,Blue,Leather,24,90
231,9,2,7,Fire-Boltt Model 231,23007,10,4.1,Black,Leather,36,120
232,5,3,15,Timex Model 232,16293,25,4.3,Silver,Metal,12,290
233,3,3,14,Fastrack Model 233,3793,10,4.4,Gold,Metal,24,67
234,10,2,7,Ajanta Model 234,14866,10,3.8,Brown,Rubber,36,82
235,2,1,1,Sonata Model 235,3637,15,4.6,Black,Rubber,12,298
236,10,2,9,Ajanta Model 236,13861,20,4.4,Gold,Leather,24,131
237,12,1,4,Maxima Model 237,18094,20,4.7,Black,Silicone,12,66
238,10,3,15,Ajanta Model 238,3491,25,4.9,Green,Nylon,24,244
239,7,3,13,Boat Model 239,6465,5,4.3,Black,Nylon,24,162
240,1,2,10,Titan Model 240,7484,20,4.0,Black,Nylon,36,14
241,11,2,8,Citizen Model 241,9697,10,4.1,Brown,Leather,12,265
242,11,3,15,Citizen Model 242,5525,10,4.9,Black,Metal,24,5
243,8,1,3,Noise Model 243,15402,10,4.9,Gold,Leather,36,137
244,9,3,12,Fire-Boltt Model 244,7590,5,3.7,Black,Nylon,24,227
245,10,1,3,Ajanta Model 245,7272,15,3.9,Silver,Metal,12,218
246,2,3,12,Sonata Model 246,12740,0,3.9,Brown,Metal,36,66
247,6,1,3,Fossil Model 247,5029,10,3.8,Blue,Leather,12,213
248,5,2,11,Timex Model 248,23624,20,4.4,Green,Rubber,12,119
249,9,2,9,Fire-Boltt Model 249,980,25,3.7,Silver,Leather,36,229
250,2,1,2,Sonata Model 250,15293,15,3.6,Gold,Metal,36,292
251,3,2,8,Fastrack Model 251,18234,25,3.6,Brown,Metal,36,66
252,6,3,15,Fossil Model 252,6283,5,4.0,Blue,Nylon,12,214
253,2,2,11,Sonata Model 253,22843,15,4.3,Gold,Metal,24,103
254,11,2,11,Citizen Model 254,8134,5,4.4,Black,Silicone,36,46
255,4,2,10,Casio Model 255,1328,15,4.4,Black,Silicone,36,168
256,7,2,8,Boat Model 256,3148,5,3.6,Silver,Silicone,36,16
257,2,3,15,Sonata Model 257,19409,5,4.9,Black,Metal,36,161
258,1,1,4,Titan Model 258,4941,20,4.2,Black,Nylon,36,17
259,8,2,7,Noise Model 259,4915,15,4.6,Blue,Metal,12,89
260,1,2,11,Titan Model 260,12297,15,3.7,Blue,Leather,36,254
261,5,2,10,Timex Model 261,13550,0,4.7,Gold,Silicone,36,202
262,11,3,12,Citizen Model 262,2229,20,4.3,Brown,Rubber,36,123
263,1,2,11,Titan Model 263,7184,20,3.5,Black,Silicone,36,150
264,7,3,12,Boat Model 264,21784,25,5.0,Gold,Leather,36,72
265,5,2,11,Timex Model 265,13236,10,4.0,Gold,Rubber,12,286
266,3,2,9,Fastrack Model 266,2316,15,3.9,Black,Silicone,24,79
267,4,2,8,Casio Model 267,22180,15,3.7,Brown,Leather,36,201
268,3,2,8,Fastrack Model 268,19057,25,4.5,Black,Silicone,36,118
269,12,1,3,Maxima Model 269,23603,0,3.7,Green,Silicone,12,32
270,3,1,4,Fastrack Model 270,9803,10,4.3,Black,Silicone,24,35
271,9,1,2,Fire-Boltt Model 271,1684,15,4.5,Brown,Nylon,36,182
272,6,3,15,Fossil Model 272,3689,20,4.2,Black,Silicone,36,246
273,1,1,1,Titan Model 273,947,10,3.5,Green,Metal,12,190
274,10,2,7,Ajanta Model 274,12944,10,4.1,Black,Metal,36,299
275,7,1,3,Boat Model 275,11683,10,3.9,Black,Metal,12,256
276,11,3,13,Citizen Model 276,8146,5,3.5,Green,Nylon,36,216
277,8,3,12,Noise Model 277,13468,20,3.6,Black,Rubber,24,25
278,4,2,7,Casio Model 278,23913,25,3.7,Gold,Rubber,36,263
279,11,1,2,Citizen Model 279,9564,15,3.7,Brown,Metal,24,64
280,11,2,7,Citizen Model 280,17271,0,3.5,Brown,Leather,36,146
281,9,2,9,Fire-Boltt Model 281,8857,10,3.7,Gold,Silicone,24,278
282,9,2,8,Fire-Boltt Model 282,7334,20,4.1,Black,Leather,36,33
283,5,1,5,Timex Model 283,22571,15,4.3,Gold,Leather,12,158
284,7,2,7,Boat Model 284,4751,25,4.1,Silver,Silicone,24,150
285,5,2,11,Timex Model 285,8305,5,4.5,Black,Rubber,36,220
286,4,1,4,Casio Model 286,1397,25,4.5,Blue,Silicone,36,75
287,3,2,10,Fastrack Model 287,3136,15,4.3,Blue,Nylon,36,40
288,9,1,2,Fire-Boltt Model 288,23944,10,3.7,Black,Rubber,12,76
289,11,3,14,Citizen Model 289,6921,0,3.8,Silver,Nylon,12,121
290,1,2,10,Titan Model 290,23700,15,3.9,Gold,Silicone,24,264
291,9,1,1,Fire-Boltt Model 291,21800,15,3.8,Silver,Metal,24,20
292,9,3,15,Fire-Boltt Model 292,6630,15,4.4,Gold,Rubber,12,147
293,11,1,6,Citizen Model 293,3836,15,4.3,Blue,Leather,36,195
294,9,1,3,Fire-Boltt Model 294,22910,0,3.7,Blue,Silicone,12,158
295,10,1,6,Ajanta Model 295,1111,20,4.8,Brown,Nylon,36,300
296,4,2,11,Casio Model 296,15463,15,4.9,Brown,Rubber,12,279
297,5,3,14,Timex Model 297,15139,5,4.5,Silver,Rubber,12,139
298,5,1,4,Timex Model 298,3935,25,3.6,Gold,Silicone,12,99
299,10,2,10,Ajanta Model 299,2384,10,4.8,Green,Rubber,12,23
300,10,3,13,Ajanta Model 300,15240,5,4.9,Gold,Silicone,12,288
301,5,2,8,Timex Model 301,1625,25,4.7,Blue,Nylon,24,125
302,11,1,5,Citizen Model 302,20978,0,4.9,Gold,Leather,36,72
303,2,1,1,Sonata Model 303,21085,20,4.6,Black,Nylon,36,152
304,11,1,5,Citizen Model 304,11642,5,4.9,Black,Metal,36,184
305,2,1,4,Sonata Model 305,8667,20,3.8,Green,Rubber,24,67
306,3,1,6,Fastrack Model 306,14812,5,5.0,Silver,Nylon,36,212
307,5,1,6,Timex Model 307,927,20,4.0,Brown,Nylon,24,131
308,5,3,13,Timex Model 308,5705,15,4.2,Black,Metal,12,75
309,9,1,1,Fire-Boltt Model 309,20992,5,4.2,Green,Metal,12,84
310,3,3,12,Fastrack Model 310,21294,25,4.7,Gold,Leather,36,45
311,5,1,2,Timex Model 311,23233,0,4.4,Green,Metal,24,118
312,6,1,3,Fossil Model 312,20656,20,3.7,Gold,Silicone,24,251
313,6,1,4,Fossil Model 313,2000,0,3.9,Black,Rubber,12,113
314,12,1,5,Maxima Model 314,15223,10,3.8,Blue,Rubber,36,279
315,9,2,7,Fire-Boltt Model 315,16329,0,4.8,Green,Metal,36,234
316,10,3,14,Ajanta Model 316,24797,5,3.9,Silver,Leather,36,281
317,10,3,13,Ajanta Model 317,19834,10,3.9,Brown,Leather,12,181
318,8,3,14,Noise Model 318,22158,5,3.5,Silver,Leather,36,125
319,6,2,10,Fossil Model 319,7386,10,4.8,Green,Nylon,36,176
320,4,1,5,Casio Model 320,2252,15,3.8,Black,Metal,12,38
321,7,3,13,Boat Model 321,4662,20,4.9,Gold,Rubber,24,298
322,3,3,15,Fastrack Model 322,2229,0,4.2,Silver,Metal,36,171
323,10,1,3,Ajanta Model 323,8838,15,3.5,Blue,Leather,24,103
324,5,3,13,Timex Model 324,6772,0,3.7,Blue,Metal,36,83
325,7,1,3,Boat Model 325,11910,10,4.6,Brown,Leather,12,246
326,5,3,13,Timex Model 326,20770,25,4.2,Blue,Leather,24,146
327,5,1,6,Timex Model 327,19998,10,3.7,Blue,Nylon,12,281
328,1,2,8,Titan Model 328,2498,25,4.7,Silver,Metal,36,85
329,11,2,9,Citizen Model 329,16049,15,4.2,Green,Rubber,24,106
330,12,2,9,Maxima Model 330,3915,5,3.8,Blue,Silicone,36,193
331,6,1,3,Fossil Model 331,15243,20,3.9,Black,Metal,36,35
332,7,3,15,Boat Model 332,16085,15,4.1,Green,Metal,36,241
333,3,3,12,Fastrack Model 333,17811,0,4.5,Black,Rubber,24,274
334,7,1,1,Boat Model 334,15467,25,3.9,Brown,Rubber,24,10
335,8,1,5,Noise Model 335,7369,20,4.2,Brown,Silicone,36,190
336,6,1,1,Fossil Model 336,10795,10,4.4,Silver,Nylon,12,282
337,1,2,11,Titan Model 337,22784,20,4.9,Green,Silicone,24,227
338,1,3,13,Titan Model 338,17125,20,4.6,Blue,Nylon,24,200
339,12,1,3,Maxima Model 339,23364,15,4.5,Blue,Nylon,12,64
340,5,1,3,Timex Model 340,15810,20,3.8,Brown,Rubber,12,93
341,7,3,12,Boat Model 341,13322,15,4.7,Green,Rubber,24,78
342,6,2,7,Fossil Model 342,14840,5,3.6,Black,Rubber,36,129
343,4,1,6,Casio Model 343,8332,10,4.9,Gold,Silicone,12,39
344,12,2,8,Maxima Model 344,5337,20,3.8,Blue,Silicone,36,223
345,2,2,8,Sonata Model 345,4711,15,3.8,Silver,Nylon,12,111
346,5,3,12,Timex Model 346,18354,0,4.9,Silver,Rubber,12,61
347,12,2,10,Maxima Model 347,2075,0,3.7,Silver,Rubber,12,283
348,6,3,15,Fossil Model 348,12875,20,4.5,Black,Metal,24,271
349,6,3,12,Fossil Model 349,18459,0,4.1,Brown,Rubber,24,251
350,2,2,9,Sonata Model 350,22282,25,5.0,Silver,Leather,12,74
351,7,3,15,Boat Model 351,9118,10,4.3,Blue,Metal,36,252
352,5,3,14,Timex Model 352,12901,25,4.8,Gold,Silicone,12,241
353,9,3,13,Fire-Boltt Model 353,16828,0,4.8,Green,Nylon,12,247
354,8,2,11,Noise Model 354,11729,20,3.8,Gold,Rubber,12,48
355,8,1,1,Noise Model 355,18912,25,4.1,Green,Rubber,24,183
356,4,2,10,Casio Model 356,10014,0,4.7,Green,Silicone,12,205
357,12,3,13,Maxima Model 357,18866,25,4.1,Gold,Nylon,24,257
358,9,3,14,Fire-Boltt Model 358,18062,10,4.7,Gold,Rubber,12,86
359,8,2,11,Noise Model 359,24745,25,4.3,Black,Rubber,36,212
360,5,3,13,Timex Model 360,16173,15,4.9,Black,Rubber,36,163
361,10,1,5,Ajanta Model 361,5891,5,4.1,Green,Rubber,24,162
